time,player_name,player_role,skill,evaluation_code,start_zone,end_zone,end_subzone,set_number,team_id
2024-08-22,Cledenilson Souza,middle,Serve,!,6,5,B,1,SDC
2024-08-22,Cledenilson Souza,middle,Serve,+,6,5,B,1,SDC
2024-08-22,Cledenilson Souza,middle,Serve,-,6,6,D,1,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,-,1,6,B,1,MTC
2024-08-22,WILIAN DOARDO,outside,Serve,=,1,6,B,1,MTC
2024-08-22,Matheus Goncalves,setter,Serve,!,5,6,B,1,SDC
2024-08-22,Matheus Goncalves,setter,Serve,-,5,5,B,1,SDC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,6,D,1,MTC
2024-08-22,KELVI SOUZA,middle,Serve,!,1,5,C,1,MTC
2024-08-22,KELVI SOUZA,middle,Serve,=,1,0,,1,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,-,5,6,B,1,SDC
2024-08-22,Gabriel Vaccari,outside,Serve,!,5,6,D,1,SDC
2024-08-22,ABOUBACAR NETO,opposite,Serve,-,5,5,B,1,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,=,6,5,C,1,SDC
2024-08-22,PAULO SILVA,outside,Serve,=,1,5,C,1,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,-,6,1,,1,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,-,1,1,,1,MTC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,!,1,6,B,1,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,-,1,6,D,1,SDC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,+,6,1,C,1,MTC
2024-08-22,Cledenilson Souza,middle,Serve,-,6,1,D,1,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,!,1,6,D,1,MTC
2024-08-22,Matheus Goncalves,setter,Serve,+,5,5,B,1,SDC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,1,,1,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,+,5,6,B,1,SDC
2024-08-22,ABOUBACAR NETO,opposite,Serve,+,5,1,C,1,MTC
2024-08-22,ABOUBACAR NETO,opposite,Serve,-,5,5,B,1,MTC
2024-08-22,ABOUBACAR NETO,opposite,Serve,=,5,6,B,1,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,=,6,5,A,1,SDC
2024-08-22,RENATO SANTOS,outside,Serve,-,6,5,B,1,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,-,1,5,B,1,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,=,1,1,A,1,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,!,6,6,D,1,SDC
2024-08-22,Rodrigo Sousa,outside,Serve,!,6,6,D,1,SDC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,-,6,8,B,1,MTC
2024-08-22,Cledenilson Souza,middle,Serve,=,6,0,,1,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,=,1,1,,1,MTC
2024-08-22,Matheus Goncalves,setter,Serve,-,5,5,,1,SDC
2024-08-22,KELVI SOUZA,middle,Serve,=,1,6,B,1,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,+,5,6,B,1,SDC
2024-08-22,Gabriel Vaccari,outside,Serve,=,5,6,D,1,SDC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,-,1,6,B,1,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,=,6,0,,1,SDC
2024-08-22,PAULO SILVA,outside,Serve,=,1,1,A,1,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,+,1,9,,1,SDC
2024-08-22,Wallace Da Souza,opposite,Serve,-,1,6,D,1,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,+,1,5,B,1,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,-,6,6,B,1,SDC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,/,6,1,,2,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,-,6,6,B,2,SDC
2024-08-22,Lucas Saatkamp,middle,Serve,-,6,1,,2,SDC
2024-08-22,Lucas Saatkamp,middle,Serve,+,6,1,D,2,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,+,1,5,B,2,MTC
2024-08-22,WILIAN DOARDO,outside,Serve,=,1,6,D,2,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,!,1,6,B,2,SDC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,6,D,2,MTC
2024-08-22,KELVI SOUZA,middle,Serve,/,1,7,C,2,MTC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,6,D,2,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,!,6,6,D,2,SDC
2024-08-22,ABOUBACAR NETO,opposite,Serve,=,5,0,,2,MTC
2024-08-22,Cledenilson Souza,middle,Serve,+,6,7,D,2,SDC
2024-08-22,Cledenilson Souza,middle,Serve,!,6,6,B,2,SDC
2024-08-22,PAULO SILVA,outside,Serve,+,1,7,D,2,MTC
2024-08-22,PAULO SILVA,outside,Serve,!,1,5,,2,MTC
2024-08-22,PAULO SILVA,outside,Serve,+,1,5,,2,MTC
2024-08-22,Matheus Goncalves,setter,Serve,-,5,6,B,2,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,=,1,0,,2,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,+,5,6,D,2,SDC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,#,6,6,D,2,MTC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,+,6,5,B,2,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,=,6,0,,2,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,-,1,6,D,2,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,-,1,5,B,2,SDC
2024-08-22,Wallace Da Souza,opposite,Serve,-,1,1,,2,SDC
2024-08-22,KELVI SOUZA,middle,Serve,=,1,5,A,2,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,+,6,5,B,2,SDC
2024-08-22,PEDRO MEIJON,setter,Serve,-,1,8,D,2,MTC
2024-08-22,Cledenilson Souza,middle,Serve,-,6,9,A,2,SDC
2024-08-22,PAULO SILVA,outside,Serve,=,1,5,D,2,MTC
2024-08-22,Matheus Goncalves,setter,Serve,-,5,7,,2,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,-,1,8,B,2,MTC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,=,1,5,C,2,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,-,5,3,,2,SDC
2024-08-22,Gabriel Vaccari,outside,Serve,-,5,6,D,2,SDC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,!,1,1,,2,MTC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,-,1,6,B,2,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,-,6,6,B,2,SDC
2024-08-22,ARTHUR BUCZMIEJUK,outside,Serve,=,1,1,A,2,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,!,1,1,,2,SDC
2024-08-22,Wallace Da Souza,opposite,Serve,-,1,5,B,2,SDC
2024-08-22,RENATO SANTOS,outside,Serve,=,6,0,,2,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,#,6,6,D,2,SDC
2024-08-22,Rodrigo Sousa,outside,Serve,-,6,5,B,2,SDC
2024-08-22,Rodrigo Sousa,outside,Serve,+,6,5,C,2,SDC
2024-08-22,ABOUBACAR NETO,opposite,Serve,=,5,0,,2,MTC
2024-08-22,Cledenilson Souza,middle,Serve,+,6,5,,2,SDC
2024-08-22,PAULO SILVA,outside,Serve,-,1,7,D,2,MTC
2024-08-22,Matheus Goncalves,setter,Serve,!,5,6,B,2,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,=,1,0,,2,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,+,5,6,D,2,SDC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,#,6,5,A,2,MTC
2024-08-22,JAVAD MOHAMMAD,setter,Serve,=,6,5,A,2,MTC
2024-08-22,Lucas Saatkamp,middle,Serve,+,6,1,,2,SDC
2024-08-22,Lucas Saatkamp,middle,Serve,!,6,6,B,2,SDC
2024-08-22,ARTHUR BUCZMIEJUK,outside,Serve,-,1,6,B,2,MTC
2024-08-22,Wallace Da Souza,opposite,Serve,+,1,7,A,2,SDC
2024-08-22,Gabriel Vaccari,outside,Serve,!,5,1,,3,SDC
2024-08-22,KELVI SOUZA,middle,Serve,#,1,9,C,3,MTC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,6,B,3,MTC
2024-08-22,Juan Velasco,middle,Serve,-,1,5,B,3,SDC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,/,1,6,B,3,MTC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,-,1,6,B,3,MTC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,-,1,6,D,3,SDC
2024-08-22,ARTHUR BUCZMIEJUK,outside,Serve,=,1,0,,3,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,/,1,1,B,3,SDC
2024-08-22,Rodrigo Sousa,outside,Serve,/,1,6,B,3,SDC
2024-08-22,Rodrigo Sousa,outside,Serve,-,1,9,,3,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,-,1,6,B,3,MTC
2024-08-22,Cledenilson Souza,middle,Serve,=,6,0,,3,SDC
2024-08-22,PEDRO MEIJON,setter,Serve,-,1,7,A,3,MTC
2024-08-22,Matheus Goncalves,setter,Serve,+,5,6,D,3,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,-,1,9,A,3,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,-,5,7,D,3,SDC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,8,B,3,MTC
2024-08-22,Juan Velasco,middle,Serve,-,1,1,,3,SDC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,=,1,0,,3,MTC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,-,1,5,B,3,SDC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,+,1,1,,3,SDC
2024-08-22,ARTHUR BUCZMIEJUK,outside,Serve,=,1,0,,3,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,/,6,1,,3,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,-,1,4,,3,MTC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,+,1,6,D,3,MTC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,-,1,6,D,3,MTC
2024-08-22,Cledenilson Souza,middle,Serve,-,6,7,A,3,SDC
2024-08-22,Cledenilson Souza,middle,Serve,=,6,6,D,3,SDC
2024-08-22,PEDRO MEIJON,setter,Serve,-,1,8,D,3,MTC
2024-08-22,Rodrigo Ribeiro,setter,Serve,-,1,9,,3,SDC
2024-08-22,Rodrigo Ribeiro,setter,Serve,-,1,6,B,3,SDC
2024-08-22,Rodrigo Ribeiro,setter,Serve,-,1,9,D,3,SDC
2024-08-22,WILIAN DOARDO,outside,Serve,=,1,6,B,3,MTC
2024-08-22,Gabriel Vaccari,outside,Serve,=,5,1,D,3,SDC
2024-08-22,KELVI SOUZA,middle,Serve,-,1,5,B,3,MTC
2024-08-22,Juan Velasco,middle,Serve,=,1,1,B,3,SDC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,-,1,8,B,3,MTC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,=,1,0,,3,SDC
2024-08-22,RENATO SANTOS,outside,Serve,-,6,5,B,3,MTC
2024-08-22,Rodrigo Sousa,outside,Serve,+,1,5,B,3,SDC
2024-08-22,Rodrigo Sousa,outside,Serve,-,6,4,,3,SDC
2024-08-22,GABRIEL BERTOLINI,middle,Serve,-,1,6,D,3,MTC
2024-08-22,Cledenilson Souza,middle,Serve,/,6,8,D,3,SDC
2024-08-22,Cledenilson Souza,middle,Serve,=,6,6,D,3,SDC
2024-08-22,BRYAN SILVA,outside,Serve,/,1,6,D,3,MTC
2024-08-22,BRYAN SILVA,outside,Serve,=,1,0,,3,MTC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,-,1,8,D,4,MTC
2024-08-22,William Rosas,middle,Serve,-,5,9,A,4,SDC
2024-08-22,William Rosas,middle,Serve,-,5,9,D,4,SDC
2024-08-22,BRYAN SILVA,outside,Serve,=,1,0,,4,MTC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,-,1,1,,4,SDC
2024-08-22,SANTOS BERNARDO,middle,Serve,-,5,8,D,4,MTC
2024-08-22,Felipe Parra,outside,Serve,-,5,6,D,4,SDC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,-,1,5,B,4,MTC
2024-08-22,Juan Velasco,middle,Serve,=,1,0,,4,SDC
2024-08-22,RENATO SANTOS,outside,Serve,-,6,1,D,4,MTC
2024-08-22,RENATO SANTOS,outside,Serve,+,6,5,B,4,MTC
2024-08-22,Rodrigo Ribeiro,setter,Serve,+,6,5,B,4,SDC
2024-08-22,HENRIQUE GUEDES,middle,Serve,-,5,7,A,4,MTC
2024-08-22,HENRIQUE GUEDES,middle,Serve,-,5,3,,4,MTC
2024-08-22,Martos Soares,outside,Serve,-,6,1,,4,SDC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,=,1,6,B,4,MTC
2024-08-22,William Rosas,middle,Serve,+,5,7,A,4,SDC
2024-08-22,William Rosas,middle,Serve,-,5,7,,4,SDC
2024-08-22,BRYAN SILVA,outside,Serve,!,1,5,B,4,MTC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,-,1,6,B,4,SDC
2024-08-22,SANTOS BERNARDO,middle,Serve,+,5,7,A,4,MTC
2024-08-22,Felipe Parra,outside,Serve,=,5,0,,4,SDC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,+,1,6,B,4,MTC
2024-08-22,Juan Velasco,middle,Serve,-,1,6,D,4,SDC
2024-08-22,Juan Velasco,middle,Serve,!,1,6,B,4,SDC
2024-08-22,Juan Velasco,middle,Serve,-,1,1,,4,SDC
2024-08-22,RENATO SANTOS,outside,Serve,-,6,1,,4,MTC
2024-08-22,Rodrigo Ribeiro,setter,Serve,-,6,8,D,4,SDC
2024-08-22,HENRIQUE GUEDES,middle,Serve,=,5,6,B,4,MTC
2024-08-22,Martos Soares,outside,Serve,=,6,6,B,4,SDC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,#,1,5,A,4,MTC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,-,1,8,D,4,MTC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,-,1,8,B,4,MTC
2024-08-22,William Rosas,middle,Serve,-,5,6,B,4,SDC
2024-08-22,BRYAN SILVA,outside,Serve,=,1,0,,4,MTC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,#,1,1,B,4,SDC
2024-08-22,Wellinton Oppenkoski,opposite,Serve,!,1,6,B,4,SDC
2024-08-22,SANTOS BERNARDO,middle,Serve,-,5,8,D,4,MTC
2024-08-22,Felipe Parra,outside,Serve,/,5,6,D,4,SDC
2024-08-22,Felipe Parra,outside,Serve,=,5,6,B,4,SDC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,#,1,1,B,4,MTC
2024-08-22,SAMUEL NEUFELD,opposite,Serve,!,1,1,B,4,MTC
2024-08-22,Juan Velasco,middle,Serve,=,1,0,,4,SDC
2024-08-22,RENATO SANTOS,outside,Serve,!,6,6,D,4,MTC
2024-08-22,Rodrigo Ribeiro,setter,Serve,-,6,7,A,4,SDC
2024-08-22,HENRIQUE GUEDES,middle,Serve,-,5,6,B,4,MTC
2024-08-22,Martos Soares,outside,Serve,+,6,6,B,4,SDC
2024-08-22,GUSTAVO ORLANDO,setter,Serve,+,1,5,A,4,MTC
2024-08-30,Lucas Saatkamp,middle,Serve,=,6,6,D,1,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,=,6,5,D,1,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,6,D,1,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,5,,1,JFV
2024-08-30,Douglas Souza,outside,Serve,-,6,5,B,1,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,!,6,6,B,1,JFV
2024-08-30,Cledenilson Souza,middle,Serve,!,6,9,D,1,SDC
2024-08-30,Cledenilson Souza,middle,Serve,-,6,9,D,1,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,=,6,6,B,1,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,5,B,1,SDC
2024-08-30,Wallace Da Souza,opposite,Serve,+,1,8,D,1,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,!,5,7,,1,JFV
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,6,D,1,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,=,1,0,,1,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,=,1,1,D,1,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,-,6,1,C,1,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,!,6,7,A,1,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,6,D,1,SDC
2024-08-30,Matheus Goncalves,setter,Serve,!,5,8,D,1,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,6,B,1,JFV
2024-08-30,Douglas Souza,outside,Serve,-,6,6,B,1,SDC
2024-08-30,Douglas Souza,outside,Serve,-,6,5,B,1,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,#,6,6,D,1,JFV
2024-08-30,ALMEIDA EMERSON,outside,Serve,=,6,1,D,1,JFV
2024-08-30,Cledenilson Souza,middle,Serve,-,6,9,D,1,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,=,1,6,B,1,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,=,1,0,,1,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,+,5,9,,1,JFV
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,6,B,1,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,-,1,7,A,1,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,-,1,3,,1,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,!,1,7,A,1,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,-,1,6,B,1,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,+,6,5,C,1,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,7,,1,JFV
2024-08-30,Matheus Goncalves,setter,Serve,!,5,6,D,1,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,6,D,1,JFV
2024-08-30,Douglas Souza,outside,Serve,/,6,5,B,1,SDC
2024-08-30,Douglas Souza,outside,Serve,-,6,6,D,1,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,5,,1,JFV
2024-08-30,Cledenilson Souza,middle,Serve,-,6,6,B,1,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,+,1,6,D,1,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,8,D,1,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,+,5,7,D,1,JFV
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,7,,1,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,!,1,5,B,1,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,+,1,1,,1,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,=,6,6,B,2,JFV
2024-08-30,Matheus Goncalves,setter,Serve,+,5,5,B,2,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,#,6,7,D,2,JFV
2024-08-30,FALCÃO MARCELO,middle,Serve,=,6,5,D,2,JFV
2024-08-30,Douglas Souza,outside,Serve,-,6,6,B,2,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,1,,2,JFV
2024-08-30,Cledenilson Souza,middle,Serve,/,6,7,A,2,SDC
2024-08-30,Cledenilson Souza,middle,Serve,+,6,7,A,2,SDC
2024-08-30,Cledenilson Souza,middle,Serve,-,6,8,D,2,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,6,D,2,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,#,1,1,A,2,SDC
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,6,B,2,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,-,6,6,D,2,JFV
2024-08-30,PILAN FERNANDO,middle,Serve,-,1,6,B,2,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,!,1,6,B,2,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,#,1,6,D,2,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,-,1,7,,2,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,9,,2,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,+,6,5,C,2,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,=,6,6,D,2,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,7,,2,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,5,B,2,JFV
2024-08-30,Douglas Souza,outside,Serve,=,6,5,D,2,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,+,1,5,B,2,JFV
2024-08-30,SOARES WESLEEN,opposite,Serve,=,1,0,,2,JFV
2024-08-30,Cledenilson Souza,middle,Serve,-,6,8,D,2,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,=,6,1,D,2,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,1,,2,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,=,6,0,,2,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,!,1,5,C,2,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,+,1,5,C,2,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,=,1,0,,2,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,6,D,2,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,-,6,6,D,2,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,!,6,6,D,2,JFV
2024-08-30,Wellinton Oppenkoski,opposite,Serve,#,1,5,B,2,SDC
2024-08-30,Wellinton Oppenkoski,opposite,Serve,-,1,6,B,2,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,7,A,2,JFV
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,7,,2,JFV
2024-08-30,Douglas Souza,outside,Serve,=,6,0,,2,SDC
2024-08-30,BELLINI TARIK,setter,Serve,-,1,7,A,2,JFV
2024-08-30,Juan Velasco,middle,Serve,=,1,9,A,2,SDC
2024-08-30,RUIZ RODRIGO,outside,Serve,-,5,1,,2,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,#,1,1,,2,SDC
2024-08-30,Juan Velasco,middle,Serve,=,1,0,,3,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,7,,3,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,5,,3,SDC
2024-08-30,Wallace Da Souza,opposite,Serve,+,1,5,C,3,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,6,B,3,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,-,6,7,,3,SDC
2024-08-30,Rodrigo Sousa,outside,Serve,-,1,6,D,3,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,=,6,6,B,3,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,#,6,6,D,3,SDC
2024-08-30,Lucas Saatkamp,middle,Serve,!,6,6,B,3,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,!,1,6,D,3,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,6,B,3,SDC
2024-08-30,Matheus Goncalves,setter,Serve,=,5,0,,3,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,7,A,3,JFV
2024-08-30,Douglas Souza,outside,Serve,!,6,6,B,3,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,-,6,5,B,3,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,+,6,6,B,3,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,=,1,1,D,3,JFV
2024-08-30,Juan Velasco,middle,Serve,-,1,1,,3,SDC
2024-08-30,Juan Velasco,middle,Serve,-,1,6,B,3,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,!,6,6,D,3,JFV
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,7,,3,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,+,1,5,B,3,SDC
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,8,D,3,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,1,,3,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,-,1,6,D,3,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,+,6,2,,3,JFV
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,6,B,3,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,-,6,6,B,3,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,#,6,5,A,3,JFV
2024-08-30,PILAN FERNANDO,middle,Serve,-,1,5,C,3,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,5,B,3,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,!,5,7,,3,JFV
2024-08-30,Douglas Souza,outside,Serve,-,6,6,B,3,SDC
2024-08-30,Douglas Souza,outside,Serve,+,6,6,D,3,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,-,6,7,A,3,JFV
2024-08-30,Juan Velasco,middle,Serve,!,1,6,B,3,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,-,6,6,D,3,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,=,1,0,,3,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,-,1,5,B,3,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,=,1,6,B,3,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,6,B,3,JFV
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,8,D,3,JFV
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,6,B,3,JFV
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,6,B,3,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,-,6,6,D,3,SDC
2024-08-30,PILAN FERNANDO,middle,Serve,-,6,5,,3,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,5,,3,SDC
2024-08-30,Matheus Goncalves,setter,Serve,=,5,6,B,3,SDC
2024-08-30,CARLOS HENRIQUE,setter,Serve,-,5,7,,3,JFV
2024-08-30,Douglas Souza,outside,Serve,+,6,1,,3,SDC
2024-08-30,Douglas Souza,outside,Serve,=,6,0,,3,SDC
2024-08-30,RUIVO LUCAS,outside,Serve,-,1,7,,3,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,-,1,6,B,3,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,-,6,5,,4,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,-,6,1,C,4,JFV
2024-08-30,RUIVO LUCAS,outside,Serve,+,6,5,C,4,JFV
2024-08-30,Wallace Da Souza,opposite,Serve,-,1,5,,4,SDC
2024-08-30,FALCÃO MARCELO,middle,Serve,!,6,7,A,4,JFV
2024-08-30,Rodrigo Sousa,outside,Serve,/,1,6,B,4,SDC
2024-08-30,SOARES WESLEEN,opposite,Serve,+,1,6,B,4,JFV
2024-08-30,SOARES WESLEEN,opposite,Serve,+,1,1,,4,JFV
2024-08-30,Lucas Saatkamp,middle,Serve,=,6,0,,4,SDC
2024-08-30,ALMEIDA EMERSON,outside,Serve,-,6,5,B,4,JFV
2024-08-30,Matheus Goncalves,setter,Serve,-,5,6,B,4,SDC
2024-08-30,Matheus Goncalves,setter,Serve,-,5,5,,4,SDC
